class,certainty
1,0.9773290570100195
3,0.9999346168775927
2,0.8146913776213218
2,0.733230733444976
1,0.7207053264466275
3,0.999878036513786
3,0.99995380744942
3,0.9994377434239747
3,0.9998726965462713
3,0.998359289412123
2,0.7222932914805528
2,0.921891763286627
2,0.9282024410282106
2,0.8400142137941999
3,0.9999300791409188
3,0.9999871274768969
3,0.9996799563771291
1,0.8152111735228177
2,0.7492656876067931
3,0.999995369853151
2,0.6451342140765162
3,0.9999961131747857
3,0.9985820360599252
3,0.9999957773270427
3,0.9999930675056001
3,0.9999336583060306
3,0.999902580971369
3,0.9987941675322207
3,0.9999383336345365
2,0.568300199221579
3,0.9999635680094408
3,0.9999564358923264
3,0.9995766247093529
3,0.9998775223193376
1,0.8365988750349316
2,0.5739183601219714
3,0.9999977908386776
3,0.9994878866791019
3,0.9999595286295707
3,0.9996208826735417
3,0.9999768943934222
1,0.9707944788683976
1,0.520700798648525
3,0.9999964787339694
3,0.9999788872049339
3,0.9999853809746062
3,0.9973660759578724
3,0.999992470468812
3,0.7367030218796923
3,0.9938917972853718
2,0.7040239999907875
3,0.9999915125560799
1,0.7136844979983817
1,0.6628785478666226
3,0.9999767337644367
1,0.657297660202565
3,0.9999539137004856
2,0.9262776782927785
3,0.999952853275188
3,0.9997573815655441
3,0.9999947304741112
2,0.7984731018818675
3,0.9999479839926273
2,0.7057164327610592
1,0.5688865941906563
1,0.9638883521010148
2,0.8487562959795237
1,0.9002083576750759
1,0.952047258572388
1,0.670807357927719
2,0.9870208564268413
1,0.7191854787084729
3,0.9999775621029442
3,0.9999143787708435
1,0.649789609109451
3,0.9999660675465041
3,0.9999183827286177
3,0.9999797638898522
3,0.9860003923135524
1,0.552083473801871
3,0.9982222484899528
1,0.8748939211754446
2,0.36065037837727904
1,0.7980028879397757
1,0.6505959677553578
3,0.9539613329094385
3,0.9970632629351975
3,0.9999907195232356
3,0.9999733620372988
1,0.7676026734255866
1,0.7349037294614817
3,0.9999752449576955
3,0.9999900889055957
1,0.8545639987905068
3,0.9999882599712736
3,0.9999747370738247
2,0.49878956911423034
3,0.9999536043110577
3,0.9999188198753495
3,0.9999884030404098
3,0.9999900511190623
2,0.5440762158698725
3,0.9999068145667546
1,0.902037708321196
1,0.9817389035725329
3,0.999961444522383
3,0.9999550469494497
3,0.9796234061591613
3,0.9964608214442556
3,0.9999703201592789
1,0.9450636254523637
3,0.9746149935215779
2,0.989467990042085
2,0.5105558176298821
1,0.6507775540631816
3,0.9932989711718166
1,0.9685345800316232
1,0.9499924176417228
1,0.9898938158505411
2,0.6507025964495576
2,0.7288604096969308
3,0.9999763120407881
3,0.9999769547091005
1,0.9643460115747929
1,0.9452364115833031
3,0.9999754353481684
3,0.9999958609017195
3,0.9989512087190408
3,0.9986866331084542
3,0.9999905948059776
2,0.6577762931009438
3,0.9998993956805927
3,0.9946735925966543
1,0.9851451916381607
3,0.9999464459146274
1,0.9828499539913885
3,0.9999341454293796
2,0.9093809783768702
3,0.9999736569412899
1,0.9412307907770255
3,0.9999455168577507
1,0.9563802552842674
3,0.9999971785520866
3,0.9999943897709775
2,0.6934009474731082
3,0.9994448073338594
3,0.9933858159428416
3,0.999939551300226
2,0.9648227054576498
1,0.9437071559161527
2,0.5613087545326354
2,0.9560811013554692
3,0.9714381555774662
3,0.9887803257243938
2,0.7695777569593955
3,0.9999791960058438
3,0.99199444705675
1,0.979974363215142
1,0.9842644041552041
3,0.999967114471161
1,0.9943203602042489
3,0.9975207662675536
2,0.8605249691065138
1,0.9583976649379521
1,0.9464252697619332
3,0.9999939759464633
3,0.9999666941672819
3,0.983462612767559
3,0.9999773851361214
3,0.9999601052126968
2,0.9937072135035894
3,0.9999804376528073
3,0.9998065782754421
3,0.9999848401805863
1,0.9907601504471547
3,0.9999985070348013
3,0.9691924921566479
3,0.9794214063745282
3,0.9999892970429075
1,0.9819649754935246
2,0.6135417381382452
3,0.9995650801251352
1,0.9818186879401037
1,0.844633055682447
3,0.999981909997043
3,0.999801810294055
1,0.8341085553002566
2,0.736162197431864
2,0.9894609287102604
1,0.9466410799533665
3,0.9999838286941588
3,0.9999558600804195
3,0.5366305779684594
3,0.9916130273188528
2,0.8603079150240232
1,0.98967232439929
1,0.9460203929035004
3,0.9993046264302075
2,0.9926275021451615
3,0.9999371570142533
1,0.9487859384826798
3,0.9997234058338567
1,0.9971528730088015
3,0.9999772155581524
3,0.9999854137032751
1,0.9917184580262209
1,0.9769083094524095
3,0.9304629871123145
2,0.7501095187618931
1,0.9901895073281859
3,0.9996310247271907
3,0.9994931153722362
3,0.9999418215301518
1,0.9930856607923384
1,0.9979354571484156
1,0.9795632111620369
2,0.834408876023854
1,0.9926209257371141
2,0.9866222387290812
1,0.9157705259393127
1,0.9469695140466221
3,0.993599224519935
2,0.9075720891230078
1,0.9848038639885515
3,0.9982496938725584
3,0.9891703953174211
1,0.91059612833736
2,0.6305272544380306
3,0.9994136720793266
1,0.7548037570950255
2,0.5476342775813728
2,0.8174620374564919
3,0.9988179466986227
1,0.9368785070064364
3,0.706218728453319
1,0.9865255610903298
1,0.9372411944336891
3,0.9997599886857678
3,0.9999705664999224
2,0.7671082157195372
1,0.7764340907965127
2,0.8964534332197328
2,0.725330236574518
1,0.9444101749216849
3,0.9983928887979236
1,0.7398911267200504
1,0.9453212601511864
1,0.8551942795320078
2,0.7955125119813942
1,0.7577298047214157
3,0.9990549048174496
3,0.9996010403914686
3,0.9999613888297786
1,0.8475262450063659
3,0.9754180622001659
1,0.9137961199369431
1,0.9450873772569413
2,0.8526889771895514
3,0.9986408100524173
1,0.8693868765537278
1,0.8524367265239667
1,0.9166632373981399
1,0.865977863081807
3,0.9999612448166809
1,0.9241144901883923
3,0.9993926735599805
2,0.845456251562254
3,0.9756966416174555
2,0.7296148923280198
2,0.8373974461935125
3,0.998735398639725
1,0.8548840200361544
2,0.6729864346140559
1,0.9130765179581931
3,0.9996316330434024
1,0.8040529236683007
2,0.5278302705591336
3,0.9999328025310359
2,0.8493679884705619
3,0.9999306432906963
1,0.8159479257235727
3,0.9993496533765194
1,0.9038252770004606
3,0.9997648053329392
2,0.5172597189167101
2,0.5206895118622671
1,0.5678928355499839
2,0.5712964797944063
2,0.6480406248137364
2,0.8554090536793947
1,0.9157445066836429
1,0.9348867892347456
1,0.5158974019491234
3,0.9988144312772589
1,0.776442411323239
2,0.8561088398550196
3,0.9999567529613979
3,0.9994160033910096
2,0.6275569694570658
3,0.9999535007066802
3,0.999799041625954
1,0.9228370054638767
1,0.9661123496763939
3,0.9990497237151814
1,0.9470378444944069
3,0.9998578976562671
3,0.8166321423897028
1,0.9679656452112718
1,0.9182906774182679
3,0.9993325203403731
2,0.6847941577330569
3,0.9986312420421221
1,0.7659800119406599
1,0.5102613084340122
2,0.7057528709826959
2,0.8350850689290615
2,0.5395530662768988
1,0.7144703842371908
1,0.9475682704078896
3,0.9980825832442403
2,0.6977284055620032
2,0.8441567782063171
2,0.5829152439058478
3,0.999751712226308
2,0.8595790419763568
2,0.8409877441133402
2,0.844819819331747
2,0.6908343405557181
2,0.7820012604781567
2,0.8635143179124473
3,0.9954161056494443
2,0.8269401111340968
1,0.5980397530083215
1,0.5943584624920324
2,0.7637586190655578
3,0.9905668802649755
3,0.9874308930535205
1,0.566449718020552
3,0.9712978322493688
2,0.8277915507882473
2,0.6763524369561623
2,0.7846057992970724
1,0.8975898574539528
1,0.6643454905701619
2,0.640759694622874
1,0.5104110813933125
1,0.8400171318345967
2,0.8515989757536565
1,0.5182543008343413
3,0.9862982423631053
1,0.9816897599795448
2,0.8412467604377966
2,0.8844826939492901
2,0.6494041680750999
2,0.8399401029576229
2,0.6723600813578987
2,0.6581556906394952
2,0.7037752715226109
2,0.7921396437586744
1,0.8346600943637749
1,0.8970576094684806
1,0.5886230739439315
1,0.6542156843798971
1,0.9620100106872468
2,0.6668047534900344
2,0.727451471770451
1,0.9642951856067458
1,0.6824987620919145
2,0.8406200081022689
1,0.8687479578074601
3,0.9893718980569197
1,0.8916270646280595
2,0.8324607322551072
1,0.8177469602931959
1,0.9846760307847963
2,0.7203675398326957
1,0.7940173259674538
1,0.9392657476562969
1,0.9137657223569061
1,0.9416313441704341
2,0.8870443101983387
2,0.5705260154592792
1,0.7664362888504956
1,0.9007409966287421
1,0.728684619764497
2,0.8173141500250749
2,0.8753885626934825
2,0.7847600280549575
1,0.7945215076241767
1,0.7123716837881959
2,0.8592949959394545
1,0.6464054952181447
1,0.977483270693097
1,0.717223567866958
2,0.4982775108517914
1,0.9428921502750699
1,0.9148341580269963
1,0.5615260603751588
1,0.5096431001212283
1,0.7815926177681357
1,0.8561153579052778
1,0.9384895550804045
1,0.9802509351754525
2,0.9248692586478409
1,0.7862221665965948
2,0.5600429968209009
1,0.8388836439009095
3,0.9843136185335748
1,0.5461015642202509
1,0.6778571459996936
2,0.8101347031946184
2,0.8554074624647897
1,0.9033297894092132
1,0.8231736278367912
1,0.9700330557972087
1,0.9597246418644356
2,0.6840002435107209
2,0.6751713980142658
2,0.5308214447748434
1,0.7032111552685015
2,0.8758222166264421
2,0.6574327602220059
2,0.9237619339083553
